"nombre","nombre_oficial","pais_operador","operador","usos","finalidad","clase_orbita","periodo","masa","fecha","NORAD"
"1HOPSAT-TD (1st-generation High Optical Performance Satellite)","1HOPSAT","USA","Hera Systems","Commercial","Earth Observation","LEO","96,08",22,11/12/2019,44859
"3Cat-1","3Cat-1","Spain","Universitat Politècnica de Catalunya","Civil","Technology Development","LEO",95,4,29/11/2018,43728
"Aalto-1 ","Aalto-1","Finland","Aalto University","Civil","Technology Development","LEO","94,7",5,23/06/2017,42775
"AAUSat-4","AAUSat-4","Denmark","University of Aalborg","Civil","Earth Observation","LEO","95,9",1,25/04/2016,41460
"ABS-2 (Koreasat-8, ST-3)","ABS-2","Multinational","Asia Broadcast Satellite Ltd.","Commercial","Communications","GEO","1436,03",6.330,06/02/2014,39508
"ABS-2A","ABS-2A","Multinational","Asia Broadcast Satellite Ltd.","Commercial","Communications","GEO","1436,1",1.800,15/06/2016,41588
"ABS-3A ","ABS-3A","Multinational","Asia Broadcast Satellite Ltd.","Commercial","Communications","GEO",1436,2.000,02/03/2015,40424
"ABS-4 (ABS-2i, MBSat, Mobile Broadcasting Satellite, Han Byul)","ABS-4","Multinational","Asia Broadcast Satellite Ltd.","Commercial","Communications","GEO","1436,1",4.143,13/03/2004,28184
"ABS-6 (ABS-1, LMI-1, Lockheed Martin-Intersputnik-1)","ABS-6","Multinational","Asia Broadcast Satellite Ltd.","Commercial","Communications","GEO","1436,08",2.894,26/09/1999,25924
"ABS-7 (Koreasat 3, Mugungwha 3)","ABS-7","Multinational","Asia Broadcast Satellite Ltd.","Commercial","Communications","GEO","1436,06",3.500,04/09/1999,25894
"Advanced Orion 10 (Mentor, NRO L-44, USA 311)","USA 311","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO","1437,6",5.400,11/12/2020,47237
"Advanced Orion 4 (Mentor, NROL 6, USA 139)","USA 139","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO","1436,14",5.200,09/05/1998,25336
"Advanced Orion 5 (Mentor, NROL 19, USA 171)","USA 171","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO","1436,1",5.200,09/09/2003,27937
"Advanced Orion 6 (Mentor, NRO L-26, USA 202)","USA 202","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO","1438,8",5.400,18/01/2009,33490
"Advanced Orion 7 (Mentor, NRO L-32, USA 223)","USA 223","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO",1436,5.000,21/11/2010,37232
"Advanced Orion 8 (Mentor, NRO L-15, USA 237)","USA 237","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO","1436,1",5.000,29/06/2012,38528
"Advanced Orion 9 (Mentor, NRO L-37, USA 268)","USA 268","USA","National Reconnaissance Office (NRO)","Military","Earth Observation","GEO","1437,19",5.000,11/06/2016,41584
"AEHF-2 (Advanced Extremely High Frequency satellite-2, USA 235)","USA 235","USA","US Air Force","Military","Communications","GEO","1436,1",6.169,03/05/2012,38254
"AEHF-3 (Advanced Extremely High Frequency satellite-3, USA 246)","USA 246","USA","US Air Force","Military","Communications","GEO","1436,1",6.169,18/09/2013,39256
"AEHF-4 (Advanced Extremely High Frequency satellite-4, USA 288)","USA 288","USA","US Air Force","Military","Communications","GEO","1436,1",6.169,17/10/2018,43651
"AEHF-5 (Advanced Extremely High Frequency satellite-5, USA 292)","USA 292","USA","US Air Force","Military","Communications","GEO","1436,2",6.169,08/08/2019,44481
"AEHF-6 (Advanced Extremely High Frequency satellite-6, USA 298)","USA 298","USA","US Air Force ","Military","Communications","GEO",1436,6.169,26/03/2020,45465
"Aeneas","Aeneas","USA","Department of Homeland Security","Government","Technology Development","LEO","97,4",3,13/09/2012,38760
"Aeolus","Aeolus","ESA","European Space Agency (ESA)","Government","Earth Observation","LEO","92,4",1.367,22/08/2018,43600
"Aerocube 10A (Jimsat)","Aerocube 10A","USA","Aerospace Corporation","Commercial","Technology Development","LEO","94,15",2,09/08/2019,44485
"Aerocube 10B (Dougsat)","Aerocube 10B","USA","Aerospace Corporation","Commercial","Technology Development","LEO","94,15",2,09/08/2019,44484
"Aerocube 11A (TOMSat Eagle Scout)","Aerocube 11A","USA","Aerospace Corporation","Commercial","Technology Development","LEO","94,6",4,17/12/2018,43861
"Aerocube 11B (TOMSat R3)","Aerocube 11B","USA","Aerospace Corporation","Commercial","Technology Development","LEO","94,6",4,17/12/2018,43849
"Aerocube 12A","Aerocube 12A","USA","Aerospace Corporation","Commercial","Technology Development","LEO","94,2",4,16/07/2018,43556
"Aerocube 12B","Aerocube 12B","USA","Aerospace Corporation","Commercial","Technology Development","LEO","94,2",4,16/07/2018,43557
"Aerocube 14A","Aerocube 14A","USA","Aerospace Corporation","Military","Technology Development","LEO","93,9",,31/01/2020,45114
"Aerocube 14B","Aerocube 14B","USA","Aerospace Corporation","Military","Technology Development","LEO","93,9",,31/01/2020,45116
"Aerocube 15A","Aerocube 15A","USA","Aerospace Corporation","Military","Technology Development","LEO","93,9",,31/01/2020,45117
"Aerocube 5C","Aerocube 5C","USA","Aerospace Corporation","Commercial","Technology Development","LEO","97,74",2,08/10/2015,40965
"Aerocube 6A","Aerocube 6A","USA","Aerospace Corporation","Commercial","Technology Development","LEO","97,88",5,19/06/2014,40045
"Aerocube 6B","Aerocube 6B","USA","Aerospace Corporation","Commercial","Technology Development","LEO","97,88",5,19/06/2014,40046
"Aerocube 7A","Aerocube 7A","USA","Aerospace Corporation","Commercial","Technology Development","LEO","97,4",2,08/10/2015,40966
"Aerocube 7B","Aerocube 7B","USA","Aerospace Corporation","Commercial","Technology Development","LEO","93,2",2,12/11/2017,43042
"Aerocube 7C","Aerocube 7C","USA","Aerospace Corporation","Commercial","Technology Development","LEO","93,2",2,12/11/2017,43043
"Aerocube 8A","Aerocube 8A","USA","Aerospace Corporation","Commercial","Technology Development","LEO","95,19",5,20/05/2015,40659
"Aerocube 8B","Aerocube 8B","USA","Aerospace Corporation","Commercial","Technology Development","LEO","95,19",5,20/05/2015,40660
"Aerocube 8C","Aerocube 8C","USA","Aerospace Corporation","Commercial","Technology Development","LEO","96,2",5,11/11/2016,41853
"Aerocube 8D","Aerocube 8D","USA","Aerospace Corporation","Commercial","Technology Development","LEO","96,23",2,11/11/2016,41852
"Afghansat-1 (Eutelsat 48D [Eutelsat 48B, Eutelsat W2M])","Eutelsat 48D","Multinational","EUTELSAT S.A.","Commercial","Communications","GEO","1436,08",3.460,20/12/2008,33460
"AIM (Aeronomy of Ice in Mesosphere)","AIM","USA","Center for Atmospheric Sciences, Hampton University/NASA","Government","Earth Observation","LEO","96,2",215,25/04/2007,31304
"AISat-1","AISat-1","Germany","German Aerospace Center (DLR)","Government","Communications","LEO","97,76",14,30/06/2014,40054
"AISSat-1 (Automatic Identification System Satellite-1)","AISSat-1","Norway","Norwegian Coastal Admnistration","Government","Communications","LEO","97,2",6,12/07/2010,36797
"AISSat-2 (Automatic Identification System Satellite-2)","AISSat-2","Norway","Norwegian Coastal Admnistration","Government","Communications","LEO","97,27",6,08/07/2014,40075
"AIST-1","AIST-1","Russia","Samara State Aerospace University, SGAU","Commercial/Civil","Technology Development","LEO","96,9",,28/12/2013,39492
"AIST-2","AIST-2","Russia","Samara State Aerospace University, SGAU","Commercial/Civil","Technology Development","LEO","96,06",53,19/04/2013,39133
"AIST-2D","AIST-2D","Russia","Samara State Aerospace University, SGAU","Commercial/Civil","Technology Development","LEO","94,18",531,27/04/2016,41465
"AISTechSat-2","AISTechSat-2","Spain","AISTech","Commercial","Earth Observation","LEO","96,4",3,03/12/2018,43768
"AISTechSat-3","AISTechSat-3","Spain","AISTech","Commercial","Earth Observation","LEO","94,6",2,01/04/2019,44103
"Al Yah-3","Al Yah-3","United Arab Emirates","Al Yah Satellite Communications Co. (YAHSAT)","Commercial","Communications","GEO",1436,3.795,25/01/2018,43174
"Alcomsat (Algerian Communications Satellite)","Alcomsat","Algeria","Algerian Space Agency (ASAL)","Government","Communications","GEO","1436,1",5.225,10/12/2017,43039
"ALE-2 (Astro Live Experiences-2)","ALE-2","Japan","Astro Live Experiences","Commercial","Earth Science","LEO","92,06",75,06/12/2019,44824
"Al-Farabi-2","Al-Farabi-2","Kazakhstan","Al-Farabi Kazakh National University","Civil","Technology Development","LEO","96,2",4,03/12/2018,43805
"ALiCE  (AFIT LEO iMESA CNT E)","ALiCE","USA","US Air Force Institute of Technology","Military","Technology Development","LEO",98,5,06/12/2013,39467
"Alsat 2B","Alsat-2B","Algeria","Algerian Space Agency (ASAL)","Government","Earth Observation","LEO","97,7",117,26/09/2016,41786
"Alsat-1B","Alsat-1B","Algeria","Algerian Space Agency (ASAL)","Government","Earth Observation","LEO","98,4",103,26/09/2016,41785
"AlSat-1N","AlSat-1N","Algeria","Algerian Space Agency (ASAL)/UK Space Agency","Government","Technology Development","LEO","98,3",10,26/09/2016,41789
"Alsat-2A (Algeria Satellite 2A)","Alsat-2A","Algeria","Algerian Space Agency (ASAL)","Government","Earth Observation","LEO","98,2",130,12/07/2010,36798
"Amazonas-2","Amazonas-2","Spain","Hispamar (subsidiary of Hispasat - Spain)","Commercial","Communications","GEO","1436,08",5.465,01/10/2009,35942
"Amazonas-3","Amazonas-3","Spain","Hispamar (subsidiary of Hispasat - Spain)","Commercial","Communications","GEO","1436,05",6.265,07/02/2013,39078
"Amazonas-4A","Amazonas-4A","Spain","Hispamar (subsidiary of Hispasat - Spain)","Commercial","Communications","GEO","1436,24",2.938,22/03/2014,39616
"Amazonas-5","Amazonas-5","Spain","Hispamar (subsidiary of Hispasat - Spain)","Commercial","Communications","GEO","1436,11",5.900,12/09/2017,42934
"AMC-1 (Americom 1, GE-1)","AMC-1","USA","SES S.A.","Commercial","Communications","GEO","1436,1",2.783,08/09/1996,24315
"AMC-11 (Americom-11, GE 11)","AMC-11","USA","SES S.A.","Commercial","Communications","GEO","1436,07",2.340,19/05/2004,28252
"AMC-15 (Americom-15)","AMC-15","USA","SES S.A.","Commercial","Communications","GEO","1436,08",4.200,14/10/2004,28446
"AMC-16 (Americom-16)","AMC-16","USA","SES S.A.","Commercial","Communications","GEO","1436,1",4.312,17/12/2004,28472
"AMC-18 (Americom 18)","AMC-18","USA","SES S.A.","Commercial","Communications","GEO","1436,1",2.081,08/12/2006,29644
"AMC-2 (Americom 2, GE-2)","AMC-2","USA","SES S.A.","Commercial","Communications","GEO","1436,1",2.648,30/01/1997,24713
"AMC-21 (Americom 21)","AMC-21","USA","SES S.A.","Commercial","Communications","GEO","1436,1",2.500,14/08/2008,33275
"AMC-4 (Americom-4, GE-4)","AMC-4","USA","SES S.A./Gogo","Commercial","Communications","GEO","1436,1",3.909,13/11/1999,25954
"AMC-6 (Americom-6, GE-6)","AMC-6","USA","SES S.A.","Commercial","Communications","GEO","1436,12",3.901,22/10/2000,26580
"AMC-8 (Americom-8, GE-8, Aurora 3)","AMC-8","USA","SES S.A.","Commercial","Communications","GEO","1436,07",2.015,19/12/2000,26639
"AmGU-1 (AmurSat-1)","AmGU-1","Russia","Moscow State University","Civil","Space Science","LEO","95,2",4,05/07/2019,44394
"Amos 17","Amos 17","Israel","Space-Communication Ltd.","Military/Commercial","Communications","GEO","1436,04",6.500,06/08/2019,44479
"Amos 3","Amos 3","Israel","Space-Communication Ltd.","Military/Commercial","Communications","GEO","1436,1",,28/04/2008,32794
"Amos 4","Amos 4","Israel","Space-Communication Ltd.","Military/Commercial","Communications","GEO",1432,,31/08/2013,39237
"Amsat-Oscar 7 (AO-7)","Amsat-Oscar 7","USA","AMSAT-NA","Civil","Communications","LEO","114,9",29,15/11/1974,7530
"ANASIS-II (Army, Navy Air Force Satellite Information System 2, KMilSatCom 1)","ANASIS-II","South Korea","Agency for Defense Development","Military","Communications","GEO","1436,1",,20/07/2020,45920
"ANDESITE Mule (Ad-Hoc Network Demonstration for Extended Satellite-Based Inquiry and Other Team Endeavors)","ANDESITE Mule","USA","ANDESITE - Boston University","Civil","Space Science/Technology Demonstration","LEO","96,5",9,13/06/2020,45726
"ANGELS (Argos Neo on a Generic Economical and Light Satellite)","ANGELS","ESA","Centre National d'Etudes Spatiales (CNES)","Government","Communications","LEO","94,9",18,18/12/2019,44876
"Anik F1 ","Anik F1","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","GEO","1436,08",4.710,21/11/2000,26624
"Anik F1R","Anik F1R","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","GEO","1436,1",4.500,09/09/2005,28868
"Anik F2 ","Anik F2","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","GEO","1436,08",5.910,18/07/2004,28378
"Anik F3","Anik F3","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","GEO","1436,1",4.715,09/04/2007,31102
"Anik G1","Anik G1","Canada","Telesat Canada Ltd. (BCE, Inc.)","Commercial","Communications","GEO","1436,08",4.905,15/04/2013,39127
"Aoba-VELOX 4","Aoba-VELOX 4","Japan","Kyushu Institute of Technology (KIT)","Civil","Technology Development","LEO","94,6",3,18/01/2019,43940
"AprizeSat 1 (LatinSat-C)","AprizeSat 1","Argentina","Aprize Satellite Argentina","Commercial","Communications/Technology Development","LEO","99,4",12,29/06/2004,28372
"AprizeSat 10 (exactView-13)","AprizeSat 10","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","LEO",98,12,19/06/2014,40019
"AprizeSat 2 (LatinSat-D)","AprizeSat 2","Argentina","Aprize Satellite Argentina","Commercial","Communications/Technology Development","LEO","100,3",12,29/06/2004,28366
"AprizeSat 3 ","AprizeSat 3","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","LEO",97,12,29/07/2009,35686
"AprizeSat 4 ","AprizeSat 4","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","LEO","97,5",12,29/07/2009,35684
"AprizeSat 5","AprizeSat 5","Canada","Aprize Satellite","Commercial","Communications","LEO","97,8",12,17/08/2011,37792
"AprizeSat 7","AprizeSat 7","Canada","Aprize Satellite","Commercial","Communications","LEO","97,17",12,21/11/2013,39416
"AprizeSat 8 (exactView-12)","AprizeSat 8","USA/Argentina","Aprize Satellite","Commercial","Communications/Maritime Tracking","LEO","97,99",12,21/11/2013,39425
"AprizeSat 9 (exactView-11)","AprizeSat 9","Canada","exactEarth","Commercial","Communications/Maritime Tracking","LEO",98,12,19/06/2014,40018
"Apstar 6","Apstar 6","China","APT Satellite Holdings Ltd.","Commercial","Communications","GEO","1436,08",4.680,12/04/2005,28638
"Apstar 6C","Apstar 6C","China","APT Satellite Holdings Ltd.","Commercial","Communications","GEO","1436,1",,03/05/2018,43450
"Apstar 6D","Apstar 6D","China","APT Satellite Holdings Ltd.","Commercial","Communications","GEO","1438,5",5.550,09/07/2020,45863
"Apstar 7","Apstar 7","China","APT Satellite Holdings Ltd.","Commercial","Communications","GEO","1440,31",5.054,31/03/2012,38107
"Apstar 9","Apstar 9","China","APT Satellite Holdings Ltd.","Commercial","Communications","GEO","1436,01",5.200,16/10/2015,40982
"Arabsat 5C","Arabsat 5C","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","GEO","1436,06",4.630,21/09/2011,37810
"Arabsat 6A","Arabsat 6A","Multinational","Arab Satellite Communications Org. (ASCO)","Commercial","Communications","GEO","1.436,00",6.465,11/04/2019,44186
"Arabsat 7F (Nimiq 1) ","Arabsat 7F","Multinational","Arab Satellite Communications Org. (ASCO)","Commercial","Communications","GEO","1436,09",3.600,20/05/1999,25740
"Arkyd-6A","Arkyd-6A","USA","Planetary Resources","Commercial","Technology Development","LEO","94,5",10,11/01/2018,43130
"ARMADILLO (Attitude Related Maneuvers and Debris Instrument in Low (L) Orbit)","ARMADILLO","USA","Satellite Design Laboratory UT Austin/Baylor University","Civil","Technology Development","Elliptical","96,2",4,25/06/2019,44352
"ArSat 1","ArSat 1","Argentina","ArSat","Commercial","Communications","GEO","1436,07",3.000,16/10/2014,40272
"ArSat 2","ArSat 2","Argentina","ArSat","Commercial","Communications","GEO","1436,06",2.977,30/09/2015,40941
"AsiaSat-3S (Asiasat 3SA)","AsiaSat-3S","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","GEO","1436,07",3.480,21/03/1999,25657
"AsiaSat-5","AsiaSat-5","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","GEO","1436,11",3.760,11/08/2009,35696
"AsiaSat-6 (Thaicom-7)","AsiaSat-6","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","GEO","1436,17",3.700,07/09/2014,40141
"AsiaSat-7","AsiaSat-7","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","GEO","1436,17",3.813,25/11/2011,37933
"AsiaSat-8","AsiaSat-8","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","GEO","1436,1",4.500,05/08/2014,40107
"AsiaSat-9","AsiaSat-9","China","Asia Satellite Telecommunications Co. Ltd.","Commercial","Communications","GEO","1436,1",6.140,28/09/2017,42942
"AsiaStar ","AsiaStar","USA","1Worldspace","Commercial","Communications","GEO","1436,15",2.775,21/03/2000,26107
"ASNARO 1 (Advanced Satellite with New system Architecture for Observation)","ASNARO-1","Japan","Japan Space Systems","Government","Earth Observation","LEO","94,75",500,06/11/2014,40298
"ASNARO 2 (Advanced Satellite with New system Architecture for Observation)","ASNARO-2","Japan","Japan Space Systems","Government","Earth Observation","LEO","94,5",570,17/01/2018,43152
"Astra 1D ","Astra 1D","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,08",2.924,01/11/1994,23331
"Astra 1F ","Astra 1F","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,15",3.010,18/04/1996,23842
"Astra 1G ","Astra 1G","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,08",3.379,02/12/1997,25071
"Astra 1KR","Astra 1KR","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",4.332,20/04/2006,29055
"Astra 1L","Astra 1L","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,03",4.500,04/05/2007,31306
"Astra 1M","Astra 1M","Luxembourg","SES S.A.","Commercial","Communications","GEO","1438,2",5.345,05/11/2008,33436
"Astra 1N","Astra 1N","Luxembourg","SES S.A.","Commercial","Communications","GEO","1434,1",5.350,06/08/2011,37775
"Astra 2A ","Astra 2A","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,12",3.635,30/08/1998,25462
"Astra 2B ","Astra 2B","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,11",3.315,14/09/2000,26494
"Astra 2C ","Astra 2C","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,12",3.643,16/06/2001,26853
"Astra 2D","Astra 2D","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,1",1.420,19/12/2000,26638
"Astra 2E (Eutelsat 28E)","Astra 2E","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,12",6.052,29/09/2013,39285
"Astra 2F (Eutelsat 28F)","Astra 2F","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,07",6.000,28/09/2012,38778
"Astra 2G (Eutelsat 28G)","Astra 2G","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,11",6.000,27/12/2014,40364
"Astra 3A ","Astra 3A","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,07",1.500,29/03/2002,27400
"Astra 3B","Astra 3B","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,11",5.471,21/05/2010,36581
"Astra 5B","Astra 5B","Luxembourg","SES S.A.","Commercial","Communications","GEO","1436,26",5.724,22/03/2014,39617
"Astranis Demosat-2","Astranis Demosat-2","USA","Astranis","Commercial","Technology Development","LEO","94,5",,11/01/2018,43127
"Astrocast 0.1","Astrocast 0.1","Switzerland","Astrocast","Commercial","Communications","LEO","96,3",4,03/12/2018,43798
"Astrocast 0.2","Astrocast 0.2","Switzerland","Astrocast","Commercial","Communications","LEO","94,6",4,01/04/2019,44083
"Astrosat","Astrosat","India","Telemetry Tracking and Command Network (ISTRAC) Centre","Government","Space Science","LEO","97,54",230,28/09/2015,40930
"AT&T T16","AT&T T16","USA","DirecTV, Inc.","Commercial","Communications","GEO","1436,07",6.350,20/06/2019,44333
"Athena","Athena","USA","PointView Tech","Commercial","Communications","LEO","94,5",138,02/09/2020,46275
"Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite)","Athena-Fidus","France/Italy","Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI)","Government/Military","Communications","GEO","1436,06",3.080,06/02/2014,39509
"Athenoxat-1 (Athene Noctua Experimental Satellite) ","Athenoxat-1","Singapore","Microspace Rapid Pvt Ltd.","Commercial","Technology Development","LEO","95,46",6,16/12/2015,41168
"Aurora  (Tabletsat-2U-EO)","Aurora","Russia","SPUTNIX Ltd.","Commercial","Technology Development","LEO","96,7",25,19/06/2014,40017
"Azerspace 1/Africasat-1a","Azerspace 1/Africasat-1a","Azerbaijan","Azercosmos","Government","Communications","GEO","1436,08",3.250,07/02/2013,39079
"Azerspace 2/Intelsat-38","Azerspace 2/Intelsat-38","Azerbaijan","Azercosmos","Government","Communications","GEO","1436,1",3.500,25/09/2018,43632
"AztecSat-1","AztecSat-1","USA/Mexico","Autonomous Popular University of the State of Puebla","Government/Civil","Technology Development","LEO","92,9",2,19/02/2020,45257
"Badr 4 (Arabsat 4B)","Badr 4","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","GEO","1436,06",3.304,08/11/2006,29526
"Badr 5 (Arabsat 5B)","Badr 5","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","GEO","1439,76",5.420,03/06/2010,36592
"Badr 5A (Arabsat 5A)","Badr 5A","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","GEO","1427,27",4.940,26/06/2010,36745
"Badr 6 (Arabsat 4AR)","Badr 6","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","GEO","1436,1",3.400,07/07/2008,33154
"Badr 7 (Arabsat 6B)","Badr 7","Multinational","Arab Satellite Communications Org. (ASCO)","Government","Communications","GEO","1.436,00",5.500,10/11/2015,41029
"Bangabandhu 1 ","Bangabandhu 1","Bangladesh","Bangladesh Telecommunication Regulatory Commission (BTRC)","Government","Communications","GEO","1.436,06",3.500,11/05/2018,43463
"BARS-M (Cosmos 2503)","Cosmos 2503","Russia","Ministry of Defense","Military","Earth Observation","LEO","96,1",4.000,27/02/2015,40420
"BARS-M (Cosmos 2515)","Cosmos 2515","Russia","Ministry of Defense","Military","Earth Observation","LEO","96,10",4.000,24/03/2016,41394
"BDSAGR-1","BDSAGR-1","China","GasTianta and GZH-HNJ BDS AGR Co., Ltd.","Commercial","Earth Observation","LEO","97,10",40,21/12/2019,44879
"Beesat-4","Beesat-4","Germany","Technical University Berlin","Civil","Technology Development","LEO","94,50",1,22/06/2016,41619
"Beesat-9 (Tubsat-17)","Beesat-9","Germany","Technical University Berlin","Civil","Technology Development","LEO","95,20",1,05/07/2019,44412
"Beidou 2-12 (Compass M3)","Beidou 2-12","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,19",2.200,28/04/2012,38250
"Beidou 2-13 (Compass M4)","Beidou 2-13","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,21",2.200,28/04/2012,38251
"Beidou 2-15 (Compass M6)","Beidou 2-15","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,1",3.800,18/09/2012,38775
"Beidou 2-16 (Compass G-6)","Beidou 2-16","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,11",3.800,25/10/2012,38953
"Beidou 2-17 (IGSO-6)","Beidou 2-17","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1435,92",4.200,30/03/2016,41434
"Beidou 2-18 (Compass G-7)","Beidou 2-18","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,1",3.800,12/06/2016,41586
"Beidou 3I-1S","Beidou 3I-1S","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1461,81",4.200,30/03/2015,40549
"Beidou 3I-2S","Beidou 3I-2S","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1435,73",4.200,29/09/2015,40938
"Beidou 3M1 ","Beidou 3-M1","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,05/11/2017,43001
"Beidou 3M1 (Beidou 23)","Beidou 3-23","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,22/09/2019,44542
"Beidou 3M1 (Beidou 24)","Beidou 3-24","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,22/09/2019,44543
"Beidou 3M1 (Beidou 25)","Beidou 3-25","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,05/11/2017,43002
"Beidou 3M-1S","Beidou 3M-1S","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,25/07/2015,40748
"Beidou 3M-2S","Beidou 3M-2S","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,3",800,25/07/2015,40749
"Beidou DW 26","Beidou DW 26","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,11/01/2018,43107
"Beidou DW 27","Beidou DW 27","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,11/01/2018,43108
"Beidou DW 28","Beidou DW 28","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,12/02/2018,43207
"Beidou DW 29","Beidou DW 29","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,12/02/2018,43208
"Beidou DW 30","Beidou DW 30","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,29/03/2018,43246
"Beidou DW 31","Beidou DW 31","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,29/03/2018,43245
"Beidou DW 32","Beidou DW 32","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,1",800,09/07/2018,43539
"Beidou DW 33","Beidou DW 33","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,29/07/2018,43581
"Beidou DW 34","Beidou DW 34","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,29/07/2018,43582
"Beidou DW 35","Beidou DW 35","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,24/08/2018,43602
"Beidou DW 36","Beidou DW 36","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,2",800,24/08/2018,43603
"Beidou DW 37","Beidou DW 37","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,1",800,19/09/2018,43622
"Beidou DW 38","Beidou DW 38","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","773,1",800,19/09/2018,43623
"Beidou DW 39","Beidou DW 39","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,4",800,15/10/2018,43647
"Beidou DW 40","Beidou DW 40","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,4",800,15/10/2018,43648
"Beidou DW 41","Beidou DW 41","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","GEO","1436,06",800,01/11/2018,43683
"Beidou DW 42","Beidou DW 42","China","Chinese Defense Ministry","Military/Government","Navigation/Global Positioning","MEO","787,1",800,18/11/2018,43706
