"nombre","nombre_oficial","pais_operador","operador","usos","finalidad","clase_orbita","periodo","masa","fecha","NORAD"
"Starlink-1604 ","Starlink-1604 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46122
"Starlink-1605 ","Starlink-1605 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46123
"Starlink-1606 ","Starlink-1606 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46144
"Starlink-1607 ","Starlink-1607 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46145
"Starlink-1608 ","Starlink-1608 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46146
"Starlink-1610 ","Starlink-1610 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46163
"Starlink-1611 ","Starlink-1611 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46147
"Starlink-1612 ","Starlink-1612 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46164
"Starlink-1613 ","Starlink-1613 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46165
"Starlink-1614 ","Starlink-1614 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46124
"Starlink-1615 ","Starlink-1615 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46166
"Starlink-1616 ","Starlink-1616 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46148
"Starlink-1617 ","Starlink-1617 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46350
"Starlink-1618 ","Starlink-1618 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46125
"Starlink-1619 ","Starlink-1619 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46126
"Starlink-1620 ","Starlink-1620 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46149
"Starlink-1621 ","Starlink-1621 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46127
"Starlink-1622 ","Starlink-1622 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46128
"Starlink-1623 ","Starlink-1623 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46129
"Starlink-1624 ","Starlink-1624 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46130
"Starlink-1625 ","Starlink-1625 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46131
"Starlink-1626 ","Starlink-1626 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46167
"Starlink-1627 ","Starlink-1627 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46168
"Starlink-1628 ","Starlink-1628 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46169
"Starlink-1629 ","Starlink-1629 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46150
"Starlink-1630 ","Starlink-1630 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46132
"Starlink-1631 ","Starlink-1631 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46151
"Starlink-1632 ","Starlink-1632 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46170
"Starlink-1633 ","Starlink-1633 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46171
"Starlink-1634 ","Starlink-1634 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46152
"Starlink-1635 ","Starlink-1635 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46172
"Starlink-1636 ","Starlink-1636 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46153
"Starlink-1637 ","Starlink-1637 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46133
"Starlink-1638 ","Starlink-1638 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46134
"Starlink-1639 ","Starlink-1639 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46135
"Starlink-1640 ","Starlink-1640 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46173
"Starlink-1641 ","Starlink-1641 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46174
"Starlink-1642 ","Starlink-1642 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46154
"Starlink-1643 ","Starlink-1643 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46136
"Starlink-1644 ","Starlink-1644 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46532
"Starlink-1646","Starlink-1646","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46351
"Starlink-1648 ","Starlink-1648 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46533
"Starlink-1649 ","Starlink-1649 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46552
"Starlink-1650 ","Starlink-1650 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46573
"Starlink-1651","Starlink-1651","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46366
"Starlink-1652","Starlink-1652","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46367
"Starlink-1653","Starlink-1653","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46352
"Starlink-1654 ","Starlink-1654 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46326
"Starlink-1656","Starlink-1656","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46353
"Starlink-1657","Starlink-1657","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46354
"Starlink-1658","Starlink-1658","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46368
"Starlink-1659 ","Starlink-1659 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46534
"Starlink-1660 ","Starlink-1660 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46574
"Starlink-1661","Starlink-1661","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46355
"Starlink-1662","Starlink-1662","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46369
"Starlink-1663 ","Starlink-1663 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46535
"Starlink-1664 ","Starlink-1664 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46553
"Starlink-1665","Starlink-1665","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46356
"Starlink-1666","Starlink-1666","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46357
"Starlink-1667 ","Starlink-1667 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/08/2020,46155
"Starlink-1668 ","Starlink-1668 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46536
"Starlink-1670","Starlink-1670","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46370
"Starlink-1671 ","Starlink-1671 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46554
"Starlink-1672 ","Starlink-1672 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46537
"Starlink-1673","Starlink-1673","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46326
"Starlink-1674 ","Starlink-1674 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46555
"Starlink-1675 ","Starlink-1675 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46575
"Starlink-1676 ","Starlink-1676 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46556
"Starlink-1677 ","Starlink-1677 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46576
"Starlink-1678 ","Starlink-1678 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46538
"Starlink-1679 ","Starlink-1679 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46557
"Starlink-1680 ","Starlink-1680 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46558
"Starlink-1681 ","Starlink-1681 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46559
"Starlink-1682 ","Starlink-1682 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46577
"Starlink-1683 ","Starlink-1683 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46578
"Starlink-1684 ","Starlink-1684 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46539
"Starlink-1685 ","Starlink-1685 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46540
"Starlink-1686","Starlink-1686","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46328
"Starlink-1687 ","Starlink-1687 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46541
"Starlink-1688","Starlink-1688","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46371
"Starlink-1689","Starlink-1689","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46372
"Starlink-1690","Starlink-1690","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46358
"Starlink-1691 ","Starlink-1691 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46373
"Starlink-1692 ","Starlink-1692 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46542
"Starlink-1693 ","Starlink-1693 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46543
"Starlink-1694 ","Starlink-1694 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46544
"Starlink-1695","Starlink-1695","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46329
"Starlink-1696 ","Starlink-1696 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46545
"Starlink-1697 ","Starlink-1697 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46546
"Starlink-1698 ","Starlink-1698 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46547
"Starlink-1699 ","Starlink-1699 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46548
"Starlink-1700 ","Starlink-1700 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46549
"Starlink-1701 ","Starlink-1701 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46550
"Starlink-1702 ","Starlink-1702 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46551
"Starlink-1705 ","Starlink-1705 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46579
"Starlink-1706 ","Starlink-1706 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46560
"Starlink-1707","Starlink-1707","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46359
"Starlink-1708 ","Starlink-1708 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46580
"Starlink-1709 ","Starlink-1709 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46561
"Starlink-1710","Starlink-1710","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46330
"Starlink-1711","Starlink-1711","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46374
"Starlink-1712 ","Starlink-1712 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46581
"Starlink-1713","Starlink-1713","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46360
"Starlink-1714 ","Starlink-1714 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46562
"Starlink-1715 ","Starlink-1715 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46671
"Starlink-1716 ","Starlink-1716 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46672
"Starlink-1717 ","Starlink-1717 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46673
"Starlink-1718 ","Starlink-1718 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46674
"Starlink-1719 ","Starlink-1719 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46331
"Starlink-1720 ","Starlink-1720 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46675
"Starlink-1721","Starlink-1721","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46332
"Starlink-1722","Starlink-1722","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46361
"Starlink-1723","Starlink-1723","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46333
"Starlink-1724","Starlink-1724","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46375
"Starlink-1725","Starlink-1725","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46334
"Starlink-1726 ","Starlink-1726 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46362
"Starlink-1727","Starlink-1727","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46335
"Starlink-1728 ","Starlink-1728 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46582
"Starlink-1729 ","Starlink-1729 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46583
"Starlink-1730 ","Starlink-1730 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46563
"Starlink-1731 ","Starlink-1731 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46676
"Starlink-1732 ","Starlink-1732 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46584
"Starlink-1733 ","Starlink-1733 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46564
"Starlink-1734","Starlink-1734","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46325
"Starlink-1735 ","Starlink-1735 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46565
"Starlink-1736 ","Starlink-1736 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46585
"Starlink-1737 ","Starlink-1737 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46586
"Starlink-1738 ","Starlink-1738 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46336
"Starlink-1739","Starlink-1739","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46363
"Starlink-1740 ","Starlink-1740 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46566
"Starlink-1741 ","Starlink-1741 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46567
"Starlink-1742","Starlink-1742","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46376
"Starlink-1743 ","Starlink-1743 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46568
"Starlink-1744 ","Starlink-1744 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46587
"Starlink-1745","Starlink-1745","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46377
"Starlink-1746 ","Starlink-1746 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46588
"Starlink-1747 ","Starlink-1747 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46569
"Starlink-1748 ","Starlink-1748 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46570
"Starlink-1749 ","Starlink-1749 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46589
"Starlink-1750","Starlink-1750","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46337
"Starlink-1751 ","Starlink-1751 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46378
"Starlink-1752","Starlink-1752","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46338
"Starlink-1753 ","Starlink-1753 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46571
"Starlink-1754 ","Starlink-1754 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46590
"Starlink-1755 ","Starlink-1755 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,06/10/2020,46591
"Starlink-1756","Starlink-1756","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46379
"Starlink-1757","Starlink-1757","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46339
"Starlink-1758","Starlink-1758","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46380
"Starlink-1759","Starlink-1759","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46340
"Starlink-1760 ","Starlink-1760 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46341
"Starlink-1762","Starlink-1762","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46342
"Starlink-1763","Starlink-1763","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46364
"Starlink-1764","Starlink-1764","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46343
"Starlink-1765","Starlink-1765","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46344
"Starlink-1766 ","Starlink-1766 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46677
"Starlink-1767","Starlink-1767","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46345
"Starlink-1768","Starlink-1768","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46381
"Starlink-1769","Starlink-1769","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46382
"Starlink-1770 ","Starlink-1770 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46383
"Starlink-1771","Starlink-1771","USA","SpaceX","Commercial","Communications","LEO","95,6",260,03/09/2020,46384
"Starlink-1773 ","Starlink-1773 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46679
"Starlink-1774 ","Starlink-1774 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46680
"Starlink-1775 ","Starlink-1775 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46681
"Starlink-1776 ","Starlink-1776 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46682
"Starlink-1777 ","Starlink-1777 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47122
"Starlink-1778 ","Starlink-1778 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46683
"Starlink-1779 ","Starlink-1779 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47123
"Starlink-1780 ","Starlink-1780 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46684
"Starlink-1781 ","Starlink-1781 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46685
"Starlink-1783 ","Starlink-1783 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46686
"Starlink-1784 ","Starlink-1784 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46687
"Starlink-1785 ","Starlink-1785 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47124
"Starlink-1786 ","Starlink-1786 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46688
"Starlink-1787 ","Starlink-1787 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47125
"Starlink-1788 ","Starlink-1788 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46689
"Starlink-1789 ","Starlink-1789 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46690
"Starlink-1790 ","Starlink-1790 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46691
"Starlink-1791 ","Starlink-1791 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46692
"Starlink-1792 ","Starlink-1792 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46693
"Starlink-1793 ","Starlink-1793 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46694
"Starlink-1794 ","Starlink-1794 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46695
"Starlink-1795 ","Starlink-1795 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46696
"Starlink-1796 ","Starlink-1796 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46697
"Starlink-1797 ","Starlink-1797 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46698
"Starlink-1798 ","Starlink-1798 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46779
"Starlink-1799 ","Starlink-1799 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46699
"Starlink-1800 ","Starlink-1800 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46700
"Starlink-1801 ","Starlink-1801 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46701
"Starlink-1802 ","Starlink-1802 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46702
"Starlink-1803 ","Starlink-1803 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46703
"Starlink-1804 ","Starlink-1804 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46704
"Starlink-1805 ","Starlink-1805 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46705
"Starlink-1807 ","Starlink-1807 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46706
"Starlink-1808 ","Starlink-1808 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46707
"Starlink-1809 ","Starlink-1809 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46708
"Starlink-1810 ","Starlink-1810 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46709
"Starlink-1811 ","Starlink-1811 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46710
"Starlink-1812 ","Starlink-1812 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47126
"Starlink-1813 ","Starlink-1813 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46711
"Starlink-1814 ","Starlink-1814 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46712
"Starlink-1815 ","Starlink-1815 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46713
"Starlink-1816 ","Starlink-1816 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46714
"Starlink-1817 ","Starlink-1817 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46715
"Starlink-1818 ","Starlink-1818 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46716
"Starlink-1820 ","Starlink-1820 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46717
"Starlink-1821 ","Starlink-1821 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46718
"Starlink-1822 ","Starlink-1822 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46719
"Starlink-1823 ","Starlink-1823 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46720
"Starlink-1824 ","Starlink-1824 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46721
"Starlink-1825 ","Starlink-1825 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46722
"Starlink-1826 ","Starlink-1826 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46723
"Starlink-1827 ","Starlink-1827 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46724
"Starlink-1828 ","Starlink-1828 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46725
"Starlink-1829 ","Starlink-1829 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46726
"Starlink-1830 ","Starlink-1830 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46727
"Starlink-1831 ","Starlink-1831 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46728
"Starlink-1832 ","Starlink-1832 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46780
"Starlink-1833 ","Starlink-1833 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46759
"Starlink-1834 ","Starlink-1834 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46781
"Starlink-1835 ","Starlink-1835 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46782
"Starlink-1836 ","Starlink-1836 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47127
"Starlink-1837 ","Starlink-1837 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47128
"Starlink-1838 ","Starlink-1838 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47129
"Starlink-1839 ","Starlink-1839 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47130
"Starlink-1840 ","Starlink-1840 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47131
"Starlink-1841 ","Starlink-1841 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,18/10/2020,46729
"Starlink-1842 ","Starlink-1842 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47132
"Starlink-1843 ","Starlink-1843 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47133
"Starlink-1844 ","Starlink-1844 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47134
"Starlink-1845 ","Starlink-1845 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47135
"Starlink-1846 ","Starlink-1846 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47136
"Starlink-1847 ","Starlink-1847 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46739
"Starlink-1848 ","Starlink-1848 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46740
"Starlink-1849 ","Starlink-1849 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47137
"Starlink-1850 ","Starlink-1850 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47138
"Starlink-1851 ","Starlink-1851 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/10/2020,46783
"Starlink-1852 ","Starlink-1852 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47139
"Starlink-1853 ","Starlink-1853 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47140
"Starlink-1854 ","Starlink-1854 ","USA","SpaceX","Commercial","Communications","LEO","95,6",260,24/11/2020,47141
